ip	asn	bgp_prefix	cc	registry	allocated	as_org
130.131.81.42	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.82.231	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.120.19	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.120.40	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.120.214	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.121.249	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.124.115	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.124.191	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.125.95	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.192.110	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.192.170	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.192.177	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.192.184	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.192.187	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.192.209	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.192.224	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.192.228	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.193.18	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.193.23	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.193.71	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.193.133	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.193.166	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.131.226.54	8075	130.131.0.0/16	GB	ripencc	1988-08-12	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.213.14.207	8075	130.213.0.0/16	GB	ripencc	1988-10-14	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.213.15.202	8075	130.213.0.0/16	GB	ripencc	1988-10-14	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.213.15.226	8075	130.213.0.0/16	GB	ripencc	1988-10-14	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.213.16.249	8075	130.213.0.0/16	GB	ripencc	1988-10-14	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
130.213.19.29	8075	130.213.0.0/16	GB	ripencc	1988-10-14	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.56.64	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.57.175	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.57.185	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.59.136	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.67.244	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.68.85	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.68.88	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.68.139	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.68.158	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.70.55	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.70.186	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.70.208	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.70.216	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
132.196.90.127	8075	132.196.0.0/16	GB	ripencc	1989-03-13	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
134.33.49.122	8075	134.33.0.0/16	GB	ripencc	1989-04-24	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
134.33.51.216	8075	134.33.0.0/16	GB	ripencc	1989-04-24	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
134.33.52.33	8075	134.33.0.0/16	GB	ripencc	1989-04-24	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.43.44	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.43.49	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.44.36	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.45.38	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.45.51	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.45.72	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.45.180	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.45.228	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.45.250	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.46.76	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.46.82	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.46.85	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.46.86	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.58.195	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.58.211	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.60.127	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.60.196	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.61.210	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.62.53	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.62.78	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.62.171	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.62.176	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.62.178	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.62.183	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.119.92.72	8075	135.119.0.0/16	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.176.40	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.176.123	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.176.126	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.176.220	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.178.149	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.178.209	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.184.88	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.184.102	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.184.205	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.184.206	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.185.96	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.185.99	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.185.103	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.185.241	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.186.6	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.186.7	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.186.21	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.186.36	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.192.15	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.192.118	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.192.183	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.192.222	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.193.29	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.193.124	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.193.248	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.194.77	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.194.177	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.202.57	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.202.77	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.202.135	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.202.137	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.202.147	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.208.36	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.209.190	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.209.209	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.210.28	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.210.222	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.216.26	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.216.27	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.217.21	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.217.190	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.217.211	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.217.232	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.218.63	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.218.127	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.218.171	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.225.75	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.225.76	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.225.77	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.225.159	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.225.161	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.225.190	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.226.3	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.226.37	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.226.122	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.226.127	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.248.96	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.249.57	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.249.120	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.232.249.168	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.24.246	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.24.250	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.25.15	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.25.55	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.26.45	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.27.233	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.27.252	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.28.8	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.29.190	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.30.60	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.31.26	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.31.65	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
135.234.31.186	8075	135.232.0.0/14	GB	ripencc	1996-04-30	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
137.116.32.148	8075	137.116.0.0/16	US	arin	2011-08-02	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
137.116.32.253	8075	137.116.0.0/16	US	arin	2011-08-02	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
137.116.34.85	8075	137.116.0.0/16	US	arin	2011-08-02	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
137.116.34.148	8075	137.116.0.0/16	US	arin	2011-08-02	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
137.116.35.26	8075	137.116.0.0/16	US	arin	2011-08-02	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
137.116.35.138	8075	137.116.0.0/16	US	arin	2011-08-02	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
137.116.38.176	8075	137.116.0.0/16	US	arin	2011-08-02	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
137.116.46.46	8075	137.116.0.0/16	US	arin	2011-08-02	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
137.116.52.111	8075	137.116.0.0/16	US	arin	2011-08-02	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
147.182.197.88	14061	147.182.192.0/20	US	arin	2020-01-17	DIGITALOCEAN-ASN - DigitalOcean, LLC, US
157.55.176.198	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.176.205	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.176.251	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.179.170	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.181.226	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.181.233	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.181.237	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.181.244	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.182.131	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.183.210	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.192.21	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.192.112	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.192.130	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.192.214	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.193.54	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.193.77	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.193.220	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.197.0	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.197.37	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.197.60	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.197.133	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.197.161	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.197.164	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.197.191	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.197.192	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.197.200	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.55.197.207	8075	157.55.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.56.160.74	8075	157.56.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.56.160.90	8075	157.56.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.56.160.91	8075	157.56.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.56.160.100	8075	157.56.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.56.162.116	8075	157.56.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.56.164.67	8075	157.56.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.56.164.101	8075	157.56.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.56.166.190	8075	157.56.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
157.56.167.52	8075	157.56.0.0/16	US	arin	1994-04-28	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
162.220.232.199	400940	162.220.232.0/23	US	arin	2024-03-20	RAILWAY - Railway, US
168.62.8.42	8075	168.62.0.0/15	US	arin	2011-06-22	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
168.62.8.135	8075	168.62.0.0/15	US	arin	2011-06-22	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
168.62.11.111	8075	168.62.0.0/15	US	arin	2011-06-22	MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US
